ch1,ch2,ch3,ch4,ch5,ch6
583,556,594,597,585,593
583,556,594,597,585,593
583,556,594,597,585,593
587,527,586,585,591,574
587,527,586,585,591,574
587,527,586,585,591,574
583,454,595,587,600,587
583,454,595,587,600,587
579,572,600,593,598,583
579,572,600,593,598,583
579,572,600,593,598,583
591,719,591,589,594,590
591,719,591,589,594,590
591,719,591,589,594,590
594,536,597,580,587,586
594,536,597,580,587,586
589,723,589,588,590,584
589,723,589,588,590,584
589,723,589,588,590,584
585,519,600,598,591,588
585,519,600,598,591,588
585,519,600,598,591,588
583,639,590,582,585,588
583,639,590,582,585,588
583,639,590,582,585,588
581,526,585,594,595,593
581,526,585,594,595,593
589,558,593,593,591,595
589,558,593,593,591,595
589,558,593,593,591,595
577,459,579,588,603,579
577,459,579,588,603,579
577,459,579,588,603,579
588,639,597,582,587,588
588,639,597,582,587,588
588,639,597,582,587,588
569,661,589,585,598,587
569,661,589,585,598,587
577,824,594,590,593,594
577,824,594,590,593,594
577,824,594,590,593,594
577,579,588,597,598,595
577,579,588,597,598,595
577,579,588,597,598,595
599,506,585,594,591,590
599,506,585,594,591,590
589,515,595,579,591,595
589,515,595,579,591,595
589,515,595,579,591,595
582,615,590,587,585,584
582,615,590,587,585,584
582,615,590,587,585,584
587,649,585,585,594,593
587,649,585,585,594,593
587,649,585,585,594,593
583,653,583,583,587,585
583,653,583,583,587,585
583,433,595,583,596,590
583,433,595,583,596,590
583,433,595,583,596,590
588,560,593,595,598,591
588,560,593,595,598,591
588,560,593,595,598,591
591,566,591,587,601,598
591,566,591,587,601,598
591,566,591,587,601,598
575,714,588,589,593,593
